age,work,edu,marital,occupation,race,sex,hrs_per_week,income
48,Private,Bachelors,Married,White-Collar,White,Male,45,>50K
45,Private,HS-grad,Separated,Admin,White,Female,27,<=50K
46,Private,HS-grad,Married,Blue-Collar,White,Male,40,>50K
64,Private,Dropout,Separated,Service,White,Female,35,<=50K
29,Local-gov,Masters,Never-married,Professional,Asian-Pac-Islander,Male,40,<=50K
22,Private,HS-grad,Divorced,Other-Occupations,White,Female,30,<=50K
47,Private,HS-grad,Married,Blue-Collar,White,Male,48,>50K
67,Self-emp,Bachelors,Married,White-Collar,White,Male,75,>50K
43,Private,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
42,Private,HS-grad,Married,Sales,White,Male,40,<=50K
31,Private,HS-grad,Married,Service,White,Male,50,<=50K
53,Private,Dropout,Divorced,Service,White,Female,40,<=50K
81,Private,Dropout,Widowed,Service,Black,Female,5,<=50K
33,Local-gov,HS-grad,Divorced,Admin,White,Female,40,<=50K
17,Private,Dropout,Never-married,Service,White,Female,8,<=50K
55,Self-emp,Prof-school,Married,White-Collar,White,Male,50,>50K
28,Private,HS-grad,Never-married,Blue-Collar,White,Male,30,<=50K
24,Private,HS-grad,Never-married,Sales,White,Female,40,<=50K
40,Private,HS-grad,Separated,Admin,White,Female,45,<=50K
30,Local-gov,Masters,Never-married,Admin,White,Female,40,<=50K
24,Private,Dropout,Never-married,Blue-Collar,White,Female,40,<=50K
26,Private,Masters,Married,Sales,White,Female,40,<=50K
38,Private,HS-grad,Divorced,Sales,White,Female,38,<=50K
30,Private,HS-grad,Married,Other-Occupations,White,Male,40,>50K
33,Private,Bachelors,Married,White-Collar,White,Male,50,<=50K
40,Private,HS-grad,Married,Sales,White,Male,60,>50K
63,Self-emp,HS-grad,Married,Blue-Collar,White,Male,98,<=50K
23,Private,Dropout,Never-married,Blue-Collar,White,Male,36,<=50K
56,Private,HS-grad,Divorced,Blue-Collar,Black,Male,40,<=50K
42,Self-emp,Associates,Married,White-Collar,White,Male,60,<=50K
40,Private,HS-grad,Never-married,Blue-Collar,White,Male,40,<=50K
49,Private,Associates,Married,Sales,White,Female,40,>50K
35,Private,HS-grad,Married-spouse-absent,Blue-Collar,Asian-Pac-Islander,Male,40,<=50K
52,Private,HS-grad,Divorced,Blue-Collar,Black,Female,35,<=50K
28,Private,Bachelors,Never-married,Admin,White,Female,40,<=50K
35,Private,Dropout,Married,Blue-Collar,White,Male,70,<=50K
21,?,HS-grad,Never-married,?,White,Female,5,<=50K
43,Self-emp,HS-grad,Never-married,Blue-Collar,White,Male,35,<=50K
32,?,Associates,Never-married,?,White,Female,2,<=50K
29,Self-emp,Prof-school,Never-married,Professional,White,Male,50,>50K
23,Private,Bachelors,Never-married,Blue-Collar,White,Male,25,<=50K
50,Local-gov,HS-grad,Married,Admin,White,Male,48,<=50K
34,Private,HS-grad,Never-married,Service,Black,Male,40,<=50K
19,Private,HS-grad,Never-married,Service,White,Male,40,<=50K
47,Private,Dropout,Married,Blue-Collar,Black,Female,40,<=50K
37,Self-emp,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
25,Private,HS-grad,Never-married,Sales,Black,Female,35,<=50K
75,Private,HS-grad,Married,White-Collar,White,Male,35,>50K
24,Private,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
28,State-gov,Bachelors,Never-married,Other-Occupations,Asian-Pac-Islander,Male,20,<=50K
17,Local-gov,Dropout,Never-married,Service,White,Female,16,<=50K
31,Private,HS-grad,Never-married,Blue-Collar,Black,Male,40,<=50K
31,Private,Dropout,Never-married,Service,White,Female,35,<=50K
18,?,HS-grad,Never-married,?,White,Male,10,<=50K
45,Private,Bachelors,Married,Professional,White,Male,55,>50K
31,Private,HS-grad,Never-married,Blue-Collar,White,Male,42,<=50K
27,Private,Bachelors,Married,Professional,White,Male,42,>50K
48,Private,HS-grad,Widowed,White-Collar,Black,Female,38,<=50K
22,?,HS-grad,Married,?,White,Female,22,<=50K
34,Private,Bachelors,Married,Other-Occupations,Black,Male,30,<=50K
26,Private,HS-grad,Never-married,Blue-Collar,Black,Female,40,<=50K
53,Private,HS-grad,Married,Professional,White,Male,40,<=50K
60,Private,Bachelors,Married,White-Collar,White,Male,35,>50K
49,Local-gov,Masters,Separated,Professional,White,Female,50,<=50K
40,Private,HS-grad,Divorced,White-Collar,White,Female,40,<=50K
48,Self-emp,Dropout,Married,Blue-Collar,White,Male,80,<=50K
23,Private,Bachelors,Never-married,Professional,White,Male,50,<=50K
68,?,Dropout,Widowed,?,Black,Male,10,<=50K
42,Private,Associates,Married,Professional,White,Male,40,>50K
37,Self-emp,HS-grad,Never-married,Blue-Collar,White,Male,85,<=50K
27,Private,HS-grad,Never-married,Blue-Collar,White,Female,45,<=50K
38,Private,HS-grad,Married,White-Collar,White,Male,44,>50K
27,Private,HS-grad,Never-married,Blue-Collar,White,Male,35,<=50K
75,Private,HS-grad,Widowed,Admin,White,Female,40,<=50K
49,Self-emp,Bachelors,Married,Sales,White,Male,52,>50K
27,Private,HS-grad,Never-married,Sales,White,Male,20,<=50K
36,Self-emp,Bachelors,Never-married,Blue-Collar,White,Male,50,<=50K
36,Private,Bachelors,Married,Professional,White,Male,45,>50K
35,Private,HS-grad,Divorced,Blue-Collar,White,Male,35,<=50K
36,Private,HS-grad,Married,Sales,White,Male,40,>50K
53,Private,Dropout,Married,Blue-Collar,Black,Male,40,<=50K
27,Private,HS-grad,Never-married,Admin,Black,Female,40,<=50K
34,Private,HS-grad,Divorced,Blue-Collar,White,Male,35,<=50K
61,Private,HS-grad,Married,Sales,White,Male,44,>50K
29,Private,HS-grad,Divorced,Blue-Collar,White,Male,56,<=50K
40,State-gov,HS-grad,Divorced,Admin,Black,Female,35,<=50K
37,Private,Masters,Never-married,White-Collar,White,Male,40,>50K
22,Private,Dropout,Never-married,Blue-Collar,White,Male,30,<=50K
43,Self-emp,HS-grad,Married,White-Collar,White,Male,40,<=50K
55,Self-emp,HS-grad,Married,Blue-Collar,White,Male,30,<=50K
28,Private,HS-grad,Divorced,Admin,White,Female,40,<=50K
23,Private,Bachelors,Never-married,Service,White,Female,30,<=50K
64,Local-gov,Dropout,Married,Blue-Collar,Black,Male,40,>50K
46,Private,HS-grad,Never-married,Blue-Collar,White,Male,40,<=50K
29,Private,HS-grad,Never-married,Blue-Collar,White,Male,40,<=50K
44,Private,Masters,Married,White-Collar,Asian-Pac-Islander,Male,48,<=50K
20,Private,HS-grad,Never-married,Professional,White,Male,25,<=50K
62,Self-emp,HS-grad,Divorced,Sales,White,Male,40,<=50K
49,Private,Associates,Never-married,White-Collar,White,Female,35,<=50K
29,Private,Dropout,Married,Blue-Collar,Amer-Indian-Eskimo,Female,40,<=50K
35,Self-emp,Bachelors,Married,Sales,White,Male,60,<=50K
39,Local-gov,Dropout,Married,Blue-Collar,White,Male,30,<=50K
39,Private,Bachelors,Never-married,White-Collar,White,Male,45,<=50K
37,Private,HS-grad,Divorced,Blue-Collar,White,Female,32,<=50K
38,Private,HS-grad,Married,Blue-Collar,White,Male,30,<=50K
72,?,HS-grad,Married,?,White,Male,8,<=50K
31,Private,Dropout,Married,Blue-Collar,White,Male,40,<=50K
55,Private,Dropout,Married,Blue-Collar,White,Male,60,<=50K
38,Private,HS-grad,Separated,Service,White,Female,40,<=50K
33,Private,HS-grad,Divorced,Sales,White,Female,25,<=50K
25,Private,Associates,Never-married,Admin,White,Female,40,<=50K
19,?,HS-grad,Never-married,?,White,Male,30,<=50K
37,Private,Associates,Divorced,Other-Occupations,White,Female,52,<=50K
49,Private,HS-grad,Divorced,Other-Occupations,White,Male,35,<=50K
26,Private,HS-grad,Never-married,Blue-Collar,White,Male,40,<=50K
35,Private,HS-grad,Married,Blue-Collar,White,Male,43,<=50K
44,Self-emp,HS-grad,Married,Sales,White,Female,60,<=50K
37,Private,Masters,Separated,White-Collar,White,Male,45,>50K
42,Private,Bachelors,Married,Professional,White,Male,45,>50K
64,State-gov,Doctorate,Never-married,Professional,White,Female,40,>50K
28,Private,HS-grad,Married,Blue-Collar,White,Male,40,>50K
35,Self-emp,HS-grad,Never-married,White-Collar,White,Male,50,<=50K
40,State-gov,Bachelors,Married,Admin,White,Male,40,<=50K
55,Federal-gov,Bachelors,Married,Professional,White,Male,40,>50K
21,Private,HS-grad,Never-married,Blue-Collar,White,Male,65,<=50K
49,Private,HS-grad,Never-married,White-Collar,Black,Female,40,<=50K
51,State-gov,Doctorate,Married,Professional,White,Male,40,>50K
57,Private,Prof-school,Married,Blue-Collar,Asian-Pac-Islander,Male,40,>50K
51,Private,Bachelors,Married,Blue-Collar,White,Male,40,>50K
38,Private,Dropout,Never-married,Blue-Collar,Black,Male,40,<=50K
24,Private,HS-grad,Never-married,Sales,White,Female,32,<=50K
45,Self-emp,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
28,Private,HS-grad,Married,Blue-Collar,White,Male,45,<=50K
42,Self-emp,Prof-school,Married,Professional,White,Male,60,>50K
22,Private,HS-grad,Never-married,Service,White,Male,40,<=50K
28,State-gov,Masters,Married,White-Collar,White,Male,40,<=50K
60,Private,HS-grad,Widowed,Blue-Collar,White,Female,40,<=50K
31,Private,HS-grad,Separated,Blue-Collar,White,Female,40,<=50K
47,Private,HS-grad,Married,Blue-Collar,White,Male,75,>50K
40,?,HS-grad,Divorced,?,White,Male,25,<=50K
30,Private,HS-grad,Married,Admin,White,Male,60,<=50K
61,Private,Masters,Married,Sales,White,Male,60,>50K
71,Local-gov,Bachelors,Widowed,Professional,White,Female,6,<=50K
42,Private,HS-grad,Divorced,Admin,White,Female,40,<=50K
44,Local-gov,Dropout,Married,Blue-Collar,White,Male,55,<=50K
46,Self-emp,HS-grad,Married,Sales,White,Male,60,>50K
50,Local-gov,Prof-school,Never-married,White-Collar,Black,Female,52,>50K
27,State-gov,Bachelors,Never-married,Professional,White,Male,9,<=50K
40,?,Associates,Married,?,White,Male,15,<=50K
21,Private,HS-grad,Never-married,Admin,White,Female,40,<=50K
25,Private,HS-grad,Never-married,Blue-Collar,White,Male,35,<=50K
61,Private,Dropout,Divorced,Blue-Collar,White,Male,56,<=50K
54,Private,HS-grad,Divorced,Admin,White,Male,30,<=50K
31,Private,Bachelors,Never-married,Sales,White,Male,40,<=50K
53,Self-emp,HS-grad,Married,Blue-Collar,White,Male,30,<=50K
39,Self-emp,Associates,Married,White-Collar,White,Male,55,>50K
57,Self-emp,Prof-school,Married,Blue-Collar,White,Male,50,>50K
48,Private,Bachelors,Divorced,Sales,White,Female,44,<=50K
30,Private,HS-grad,Married,Blue-Collar,White,Male,56,>50K
35,Private,HS-grad,Married,Blue-Collar,White,Male,60,<=50K
42,Self-emp,HS-grad,Married,White-Collar,White,Male,50,<=50K
34,Self-emp,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
59,Private,HS-grad,Married,Sales,White,Male,40,>50K
69,Local-gov,Dropout,Married,White-Collar,White,Male,20,<=50K
29,Private,HS-grad,Never-married,Admin,White,Female,40,<=50K
40,Private,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
21,Private,HS-grad,Never-married,Service,White,Male,15,<=50K
40,Private,Associates,Divorced,Professional,White,Female,40,<=50K
43,Private,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
36,Private,HS-grad,Divorced,Blue-Collar,White,Male,40,<=50K
41,Private,HS-grad,Married-spouse-absent,Professional,Asian-Pac-Islander,Male,40,>50K
72,?,HS-grad,Widowed,?,White,Male,30,<=50K
20,Private,HS-grad,Never-married,Blue-Collar,White,Male,30,<=50K
41,Local-gov,Bachelors,Widowed,Admin,White,Female,40,<=50K
34,Private,HS-grad,Divorced,White-Collar,White,Male,50,<=50K
48,Private,Dropout,Divorced,Service,Black,Female,40,<=50K
27,Private,HS-grad,Never-married,White-Collar,White,Female,40,<=50K
35,Private,HS-grad,Married,White-Collar,White,Male,60,>50K
28,?,HS-grad,Never-married,?,Black,Male,40,<=50K
27,Private,HS-grad,Never-married,Blue-Collar,Black,Male,40,<=50K
20,Private,HS-grad,Never-married,Sales,White,Male,40,<=50K
18,Private,HS-grad,Never-married,Sales,White,Female,15,<=50K
32,Private,Bachelors,Married,Sales,White,Male,40,<=50K
38,Private,Masters,Married,White-Collar,White,Male,60,>50K
23,State-gov,HS-grad,Never-married,Service,White,Male,40,<=50K
28,Private,Bachelors,Married,White-Collar,White,Male,45,>50K
40,State-gov,Prof-school,Married,Professional,White,Male,38,>50K
35,Private,HS-grad,Divorced,Blue-Collar,White,Female,40,<=50K
74,Self-emp,HS-grad,Widowed,White-Collar,White,Male,40,<=50K
28,Private,HS-grad,Never-married,Blue-Collar,White,Male,40,<=50K
23,Private,HS-grad,Never-married,Blue-Collar,White,Male,30,<=50K
20,Self-emp,HS-grad,Never-married,Blue-Collar,White,Male,10,<=50K
44,Private,HS-grad,Divorced,Blue-Collar,Black,Female,56,<=50K
46,Local-gov,HS-grad,Divorced,Admin,White,Female,25,<=50K
20,?,HS-grad,Never-married,?,White,Male,40,<=50K
51,Self-emp,Bachelors,Married,Sales,White,Male,50,>50K
40,Private,HS-grad,Separated,Admin,White,Female,40,<=50K
48,Private,Prof-school,Married,Other-Occupations,White,Male,40,>50K
60,Self-emp,Dropout,Married,Blue-Collar,White,Male,84,<=50K
48,Self-emp,Bachelors,Married,White-Collar,White,Male,40,>50K
46,Local-gov,Bachelors,Married,Professional,White,Female,70,<=50K
48,Self-emp,Bachelors,Married,White-Collar,White,Male,40,>50K
22,?,HS-grad,Never-married,?,Black,Female,35,<=50K
24,Local-gov,Bachelors,Never-married,Professional,White,Female,40,<=50K
45,State-gov,HS-grad,Divorced,Professional,White,Female,40,<=50K
18,Private,Dropout,Never-married,Sales,White,Female,35,<=50K
39,Private,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
65,Self-emp,HS-grad,Married,Blue-Collar,White,Male,65,<=50K
22,Private,HS-grad,Divorced,Blue-Collar,White,Female,40,<=50K
20,Private,HS-grad,Never-married,Service,White,Female,20,<=50K
28,Private,HS-grad,Married,Sales,White,Male,40,<=50K
46,Private,Prof-school,Married,Professional,White,Male,50,>50K
42,Local-gov,Bachelors,Married,White-Collar,White,Male,48,>50K
61,State-gov,Doctorate,Married,Professional,White,Male,40,>50K
28,Private,HS-grad,Married,White-Collar,White,Male,50,>50K
18,Private,HS-grad,Never-married,Sales,White,Female,20,<=50K
24,Federal-gov,Bachelors,Never-married,Professional,Asian-Pac-Islander,Male,40,<=50K
45,Private,Doctorate,Married,Professional,White,Male,56,>50K
24,Private,HS-grad,Never-married,Admin,White,Male,40,<=50K
44,Private,Bachelors,Married,White-Collar,White,Male,50,>50K
20,Private,HS-grad,Never-married,Service,White,Male,30,<=50K
35,Private,HS-grad,Married,Other-Occupations,White,Male,55,<=50K
52,Self-emp,Bachelors,Married,Sales,White,Male,60,<=50K
25,Private,Associates,Never-married,Blue-Collar,White,Male,45,<=50K
19,Private,Dropout,Never-married,Blue-Collar,White,Male,36,<=50K
35,?,Bachelors,Married,?,White,Male,20,<=50K
54,Private,HS-grad,Divorced,Admin,White,Female,40,<=50K
21,Private,HS-grad,Never-married,Blue-Collar,White,Male,40,<=50K
26,Private,HS-grad,Married,Admin,White,Female,40,>50K
42,Private,Associates,Divorced,Admin,White,Female,40,<=50K
19,Private,HS-grad,Never-married,Admin,White,Female,40,<=50K
55,Private,Masters,Married,White-Collar,White,Male,50,>50K
44,State-gov,HS-grad,Married,Admin,White,Male,40,<=50K
25,Private,Bachelors,Never-married,White-Collar,White,Male,55,<=50K
26,Private,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
64,Federal-gov,Associates,Separated,Professional,White,Female,40,>50K
41,Private,Dropout,Divorced,Service,Other,Female,40,<=50K
25,?,HS-grad,Never-married,?,Black,Male,40,<=50K
43,Private,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
45,Private,HS-grad,Never-married,Blue-Collar,White,Male,48,>50K
48,Federal-gov,Bachelors,Married,Professional,White,Male,44,>50K
60,Private,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
45,Self-emp,HS-grad,Never-married,Blue-Collar,White,Male,50,<=50K
51,Private,Dropout,Married,Sales,White,Male,40,>50K
37,Federal-gov,HS-grad,Divorced,Admin,White,Female,40,<=50K
22,Private,HS-grad,Never-married,Admin,White,Male,30,<=50K
44,Private,HS-grad,Married,Blue-Collar,White,Male,65,>50K
27,Private,HS-grad,Married,Blue-Collar,White,Male,50,<=50K
47,Local-gov,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
32,Private,Masters,Married,White-Collar,Black,Male,40,>50K
40,Private,Bachelors,Married,White-Collar,White,Male,50,>50K
41,Private,HS-grad,Married,Sales,White,Male,40,<=50K
32,?,Dropout,Divorced,?,White,Female,40,<=50K
26,Private,Bachelors,Never-married,Professional,White,Female,40,<=50K
47,Private,HS-grad,Married,White-Collar,Asian-Pac-Islander,Male,40,<=50K
55,Self-emp,HS-grad,Married,White-Collar,White,Male,45,<=50K
38,Private,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
24,State-gov,Bachelors,Never-married,Professional,White,Male,15,<=50K
64,Self-emp,Doctorate,Married,White-Collar,White,Male,25,>50K
56,Federal-gov,Bachelors,Married,Professional,White,Male,40,>50K
41,Private,HS-grad,Married,Sales,White,Male,49,>50K
33,Private,HS-grad,Married,Sales,White,Male,45,>50K
33,Private,Prof-school,Never-married,Professional,White,Male,42,>50K
21,Private,HS-grad,Married,Service,White,Male,40,<=50K
59,Local-gov,HS-grad,Widowed,Blue-Collar,Black,Male,40,<=50K
58,Private,Associates,Married,White-Collar,White,Male,40,>50K
43,Local-gov,Masters,Divorced,Professional,White,Male,40,<=50K
21,Private,HS-grad,Never-married,Blue-Collar,Black,Male,40,<=50K
45,Private,HS-grad,Never-married,Blue-Collar,White,Male,40,<=50K
53,Local-gov,HS-grad,Married,White-Collar,White,Female,50,>50K
41,Private,Prof-school,Married,Admin,White,Male,50,>50K
27,Private,Dropout,Married,White-Collar,White,Female,40,<=50K
53,Private,HS-grad,Married,Blue-Collar,White,Male,50,>50K
38,Private,Masters,Married,Professional,White,Male,35,>50K
31,Private,Bachelors,Married,White-Collar,White,Male,70,>50K
41,Private,HS-grad,Married,Blue-Collar,White,Male,35,<=50K
22,State-gov,HS-grad,Never-married,Admin,White,Female,40,<=50K
43,Self-emp,Masters,Married,Sales,White,Male,60,<=50K
41,State-gov,HS-grad,Never-married,Professional,White,Male,40,<=50K
27,Private,HS-grad,Married,Blue-Collar,White,Female,35,<=50K
41,Local-gov,HS-grad,Married,White-Collar,White,Male,40,<=50K
36,Private,Prof-school,Divorced,Professional,White,Male,45,>50K
49,Private,Bachelors,Married,Admin,White,Female,40,>50K
20,Private,HS-grad,Never-married,Blue-Collar,White,Male,45,<=50K
58,Self-emp,HS-grad,Married-spouse-absent,Service,White,Female,45,<=50K
35,Self-emp,Dropout,Never-married,Service,Black,Female,40,<=50K
30,Local-gov,HS-grad,Married,Other-Occupations,White,Male,40,>50K
21,Private,HS-grad,Never-married,Blue-Collar,White,Male,40,<=50K
29,Private,Associates,Never-married,Blue-Collar,White,Male,45,<=50K
40,Private,HS-grad,Widowed,Sales,White,Female,40,<=50K
54,State-gov,Bachelors,Never-married,Professional,Asian-Pac-Islander,Female,40,>50K
35,Private,Bachelors,Married,Sales,White,Male,60,>50K
35,Private,Bachelors,Married,Sales,White,Male,50,<=50K
40,Private,Bachelors,Married-spouse-absent,Service,White,Female,40,<=50K
59,Private,HS-grad,Separated,Sales,Black,Female,40,<=50K
43,Self-emp,HS-grad,Married,Blue-Collar,White,Male,50,<=50K
39,Private,Dropout,Married,Blue-Collar,White,Male,60,>50K
51,Private,Dropout,Separated,Blue-Collar,Black,Female,30,<=50K
71,Private,HS-grad,Never-married,Service,White,Female,60,<=50K
33,Private,Dropout,Divorced,Blue-Collar,Black,Female,40,<=50K
28,Private,HS-grad,Divorced,Service,Black,Male,35,<=50K
30,Private,HS-grad,Married-spouse-absent,Sales,White,Male,40,<=50K
20,Private,Dropout,Married-spouse-absent,Blue-Collar,White,Male,40,<=50K
51,Self-emp,HS-grad,Married,Sales,White,Male,50,<=50K
39,Private,HS-grad,Married,Blue-Collar,White,Female,40,>50K
62,Private,HS-grad,Married,Sales,Asian-Pac-Islander,Male,40,>50K
37,Private,HS-grad,Never-married,White-Collar,White,Male,60,<=50K
28,Private,Dropout,Never-married,Blue-Collar,White,Male,50,<=50K
23,Private,HS-grad,Never-married,Sales,Asian-Pac-Islander,Male,48,<=50K
39,Private,Bachelors,Married,Sales,White,Female,30,<=50K
50,Self-emp,Bachelors,Widowed,Sales,White,Male,65,>50K
31,Private,Dropout,Never-married,Blue-Collar,White,Male,40,<=50K
45,Local-gov,Bachelors,Married,White-Collar,White,Male,50,>50K
23,?,Bachelors,Never-married,?,Other,Male,40,<=50K
47,Private,Dropout,Widowed,Blue-Collar,White,Male,40,<=50K
59,Private,HS-grad,Widowed,Professional,White,Female,18,<=50K
32,Private,Associates,Married,Blue-Collar,White,Male,40,<=50K
82,?,Dropout,Widowed,?,White,Male,5,<=50K
49,Private,Bachelors,Married,Sales,White,Male,55,>50K
74,Federal-gov,HS-grad,Widowed,Service,White,Male,17,<=50K
22,Private,HS-grad,Never-married,Admin,White,Male,35,<=50K
32,Private,HS-grad,Married,Blue-Collar,White,Male,55,<=50K
34,Private,Bachelors,Married,Blue-Collar,White,Male,50,>50K
59,Private,Bachelors,Married,Blue-Collar,White,Male,60,>50K
36,Private,Bachelors,Married,Sales,White,Male,50,>50K
59,Private,Dropout,Divorced,Admin,White,Female,40,<=50K
47,Self-emp,Bachelors,Divorced,White-Collar,White,Male,70,>50K
53,Local-gov,HS-grad,Married,Service,White,Male,45,<=50K
25,Self-emp,HS-grad,Never-married,Blue-Collar,White,Male,35,<=50K
44,Private,Bachelors,Divorced,Admin,Black,Male,65,<=50K
57,Self-emp,Prof-school,Married,Sales,White,Female,35,>50K
42,Self-emp,Bachelors,Married,Blue-Collar,White,Male,80,>50K
58,Local-gov,Dropout,Married,Blue-Collar,White,Male,40,<=50K
39,Private,Bachelors,Married,Sales,White,Male,40,<=50K
32,?,HS-grad,Never-married,?,Black,Male,40,<=50K
45,Private,Dropout,Divorced,Blue-Collar,White,Male,48,<=50K
47,Private,Bachelors,Married,White-Collar,Black,Female,35,>50K
52,?,HS-grad,Married,?,White,Male,50,<=50K
56,Self-emp,Dropout,Separated,White-Collar,White,Male,25,<=50K
52,Private,HS-grad,Divorced,Blue-Collar,White,Female,40,<=50K
34,Private,HS-grad,Never-married,Service,Black,Female,35,<=50K
36,Self-emp,Dropout,Married,Blue-Collar,White,Male,35,<=50K
41,Private,HS-grad,Married-spouse-absent,Blue-Collar,White,Male,40,<=50K
30,Private,HS-grad,Never-married,Professional,White,Male,40,<=50K
44,Private,Bachelors,Married,White-Collar,Other,Male,40,<=50K
17,?,HS-grad,Never-married,?,Asian-Pac-Islander,Female,40,<=50K
34,Private,HS-grad,Never-married,Service,White,Female,40,<=50K
41,Private,HS-grad,Separated,Service,Black,Male,40,<=50K
29,Private,HS-grad,Never-married,Blue-Collar,White,Male,40,<=50K
25,Private,Dropout,Never-married,Blue-Collar,White,Male,48,<=50K
42,Local-gov,Bachelors,Separated,Professional,White,Male,40,<=50K
48,Private,HS-grad,Married,Sales,White,Male,40,>50K
26,Private,Associates,Never-married,Sales,White,Male,55,<=50K
64,Self-emp,HS-grad,Married,Admin,White,Female,40,>50K
46,Self-emp,Bachelors,Married,Sales,White,Male,45,<=50K
38,Private,Bachelors,Married,White-Collar,White,Male,50,>50K
49,State-gov,Dropout,Married,Admin,White,Male,40,<=50K
23,Private,HS-grad,Never-married,Sales,Black,Female,20,<=50K
46,Local-gov,Bachelors,Never-married,Professional,White,Female,40,>50K
30,Private,HS-grad,Never-married,Blue-Collar,White,Male,55,<=50K
49,Self-emp,HS-grad,Married,Blue-Collar,White,Male,40,>50K
47,?,Associates,Divorced,?,White,Male,40,<=50K
44,Private,Bachelors,Married,Professional,White,Male,50,>50K
31,Private,HS-grad,Divorced,Blue-Collar,White,Male,50,<=50K
19,Private,HS-grad,Never-married,Blue-Collar,White,Male,50,<=50K
45,Private,Associates,Divorced,Professional,White,Female,38,<=50K
34,Private,Bachelors,Married,Professional,White,Male,40,>50K
26,Private,HS-grad,Never-married,Blue-Collar,White,Male,40,<=50K
38,Self-emp,HS-grad,Married,Blue-Collar,White,Male,40,>50K
31,Private,HS-grad,Never-married,Admin,White,Female,43,<=50K
36,Self-emp,Associates,Separated,White-Collar,White,Male,50,<=50K
31,Private,Bachelors,Married,White-Collar,White,Male,60,>50K
30,Private,Bachelors,Married,Other-Occupations,White,Male,40,<=50K
37,Private,HS-grad,Married,Professional,White,Male,40,>50K
30,Private,Bachelors,Never-married,Professional,Black,Male,50,>50K
21,?,HS-grad,Married,?,Black,Female,30,<=50K
73,Private,Dropout,Widowed,Service,White,Female,10,<=50K
38,Federal-gov,Masters,Married,White-Collar,White,Male,40,>50K
30,Private,Dropout,Never-married,Blue-Collar,White,Male,50,<=50K
33,Private,HS-grad,Married,Blue-Collar,White,Male,50,>50K
52,Local-gov,Bachelors,Married,Professional,White,Male,40,>50K
58,Private,HS-grad,Divorced,Admin,White,Female,46,<=50K
34,Local-gov,Masters,Never-married,Professional,White,Female,50,<=50K
35,Private,HS-grad,Married,Blue-Collar,White,Male,40,<=50K
59,Federal-gov,HS-grad,Married,Blue-Collar,White,Male,40,>50K
45,Private,Bachelors,Divorced,White-Collar,White,Female,40,<=50K
27,Private,HS-grad,Never-married,Blue-Collar,White,Male,48,<=50K
31,Local-gov,Doctorate,Never-married,Professional,White,Male,50,>50K
45,Private,HS-grad,Never-married,Blue-Collar,White,Male,50,<=50K
40,Private,HS-grad,Separated,Service,White,Female,25,<=50K
27,Private,Prof-school,Married,Admin,White,Male,40,<=50K
19,Private,HS-grad,Never-married,Service,White,Male,20,<=50K
29,Private,Dropout,Never-married,Service,White,Male,25,<=50K
34,Self-emp,HS-grad,Married,Blue-Collar,White,Male,72,<=50K
32,State-gov,Associates,Married,Blue-Collar,White,Male,40,<=50K
49,Private,Dropout,Married,Blue-Collar,White,Male,40,<=50K
33,Private,Dropout,Divorced,White-Collar,White,Female,40,>50K
74,?,Dropout,Married,?,White,Male,2,<=50K
62,Private,Bachelors,Married,Professional,White,Male,50,>50K
39,Self-emp,HS-grad,Married,White-Collar,White,Male,40,<=50K
43,Private,HS-grad,Divorced,White-Collar,White,Female,40,<=50K
22,Private,HS-grad,Never-married,Other-Occupations,White,Female,60,<=50K
24,Private,HS-grad,Married,Blue-Collar,White,Male,45,<=50K
76,?,HS-grad,Married,?,White,Male,40,>50K
25,Private,HS-grad,Never-married,Service,Black,Female,40,<=50K
19,Private,HS-grad,Never-married,Sales,White,Female,28,<=50K
31,Private,Associates,Divorced,Admin,White,Female,41,<=50K
53,Private,Dropout,Divorced,Blue-Collar,White,Female,40,<=50K
61,Private,HS-grad,Married,Admin,White,Male,3,<=50K
47,Private,Bachelors,Married,Service,White,Male,40,<=50K
37,Private,HS-grad,Divorced,Admin,White,Female,45,<=50K
50,Self-emp,Bachelors,Divorced,White-Collar,White,Male,30,<=50K
27,Private,HS-grad,Never-married,Sales,White,Male,44,<=50K
58,Private,HS-grad,Divorced,Admin,White,Female,40,<=50K
43,Private,HS-grad,Married,Blue-Collar,Black,Male,40,<=50K
39,Private,Associates,Married,Admin,White,Male,40,<=50K
36,Private,HS-grad,Never-married,Sales,White,Female,35,<=50K
56,Private,Bachelors,Married,Professional,White,Male,50,<=50K
26,Private,HS-grad,Married,Blue-Collar,White,Male,55,<=50K
23,Private,Bachelors,Never-married,Professional,White,Female,38,<=50K
